,NO_ENTIDADE,CO_ENTIDADE,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_DESKTOP_ALUNO,QT_COMP_PORTATIL_ALUNO,QT_TABLET_ALUNO,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,IN_BANDA_LARGA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_ARTISTICAS,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_MED_INT,TP_DEPENDENCIA,TP_SITUACAO_FUNCIONAMENTO,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,Latitude,Longitude,SERIE_ANO,CIÊNCIAS,LÍNGUA PORTUGUESA,MATEMÁTICA,MAT_PT_TOTAL
548,CARAN APPARECIDO GONCALVES PROFESSOR,35923473,507.0,908.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,882.0,843.0,1239.0,486.0,17.0,2,1,GREGORIO ALLEGRI,101,CEP 05842070,VILA DAS BELEZAS,5842070,-23.6511244,-46.74457706,EM-3ª série,"285,9",288.2,279.5,567.7
549,EMANOEL ALVES DE ARAUJO ARTISTA PLASTICO,35923497,405.0,493.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,576.0,496.0,784.0,288.0,0.0,2,1,PAULINO ALVES ESCUDEIRO,290,RUA,GUACURI,4475350,-23.7010145,-46.6369903,EM-3ª série,"286,1",283.1,268.4,551.5
550,DOGIVAL BARROS GOMES PROFESSOR,35923503,812.0,777.0,17.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,875.0,888.0,1124.0,639.0,0.0,2,1,ELISIO MENDES GAIA,101,RUA,JARDIM SAO CARLOS ZONA SUL,4433220,-23.6825977,-46.6572348,EM-3ª série,"266,8",257.4,255.0,512.4
551,LUCIANE DO ESPIRITO SANTO PROFA,35923527,2.0,471.0,37.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,276.0,220.0,496.0,0.0,496.0,2,1,FRANCISCO FERNANDES FRAZAO,22,RUA,LAJEADO,8452180,-23.5359104,-46.397711,EM-3ª série,"306,5",287.6,289.8,577.4000000000001
552,MARIA DE LOURDES VIEIRA,35923588,394.0,466.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,564.0,577.0,788.0,353.0,28.0,2,1,PEDROSO DA SILVA,744,RUA,PARQUE PAULISTANO,8080040,-23.4900676,-46.4327101,EM-3ª série,"267,9",268.7,261.1,529.8
553,WILSON RACHID,35923597,0.0,799.0,12.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,434.0,464.0,898.0,0.0,898.0,2,1,ITAIM,0,PREDIO,VILA ITAIM,8110840,-23.4924846,-46.3902412,EM-3ª série,"278,4",270.7,269.4,540.0999999999999
554,PARQUE ANHANGUERA,35923624,429.0,430.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,481.0,531.0,725.0,287.0,1.0,2,1,RUA SAO MARCOS,79,RUA,PARQUE ANHANGUERA  RESIDENCIAL SOL NASCENTE,5283010,-23.4357819,-46.775564,EM-3ª série,"266,2",271.7,263.5,535.2
555,CLARICE SEIKO IKEDA CHAGAS,35923679,356.0,250.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,299.0,341.0,640.0,0.0,249.0,2,1,PAULO COSTA RIBEIRO BASTOS,1051,AVENIDA,JARDIM GUANHEMBU,4814720,-23.7305334,-46.6879873,EM-3ª série,"293,2",286.4,278.8,565.2
556,CELIA RIBEIRO LANDIM PROFA,35923795,3.0,402.0,28.0,9.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,256.0,189.0,445.0,0.0,445.0,2,1,LOURENCO FRANCO DO PRADO,10,RUA,JARDIM NELIA,8142230,-23.5091774,-46.3799657,EM-3ª série,"279,3",282.1,277.4,559.5
557,MARCOS ANTONIO COSTA PROFESSOR,35923916,540.0,586.0,19.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1019.0,1000.0,1347.0,672.0,0.0,2,1,GODOI BUENO,19,RUA,JARDIM SANTO ANDRE,8390400,-23.63394084,-46.44461997,EM-3ª série,254,248.1,249.0,497.1
558,REPUBLICA DO SURINAME,35923990,391.0,257.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,335.0,329.0,664.0,0.0,228.0,2,1,ANTONIO JOAO DE MEDEIROS,810,A,ITAIM PAULISTA,8140060,-23.5092821,-46.3988812,EM-3ª série,"280,6",281.3,277.9,559.2
559,CLEISE MARISA SIQUEIRA PROFA,35924003,400.0,721.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,756.0,769.0,986.0,539.0,32.0,2,1,PEDRO RODRIGUES,99,RUA,PARQUE SANTA RITA,8150110,-23.5162409,-46.4161959,EM-3ª série,"262,3",268.2,263.4,531.5999999999999
560,PARQUE ECOLOGICO,35924258,264.0,181.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,392.0,385.0,777.0,0.0,2.0,2,1,RUA JAPICHAUA,300,RUA,JARDIM MATARAZZO,3813310,-23.4820778,-46.471046,EM-3ª série,"260,1",257.5,243.0,500.5
561,SOLON BORGES DOS REIS,35924271,3.0,790.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,619.0,525.0,739.0,405.0,0.0,2,1,AVENIDA JOSE JOAQUIM SEABRA,1187 A,AVENIDA,JARDIM IVANA,5364000,-23.5689,-46.7545,EM-3ª série,"260,4",249.4,248.7,498.1
562,ANNETTE MARLENE FERNANDES DE MELLO IRMA,35924374,416.0,357.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,678.0,744.0,1140.0,282.0,0.0,2,1,ARLINDO BETTIO,45B,RUA,VILA GUARACIABA,3828000,-23.4839866,-46.4972153,EM-3ª série,"248,1",243.3,253.5,496.8
563,JARDIM CANAA,35924398,23.0,231.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,334.0,299.0,348.0,285.0,0.0,2,1,ESTRADA CORONEL JOSE GLADIADOR,79,,JARDIM CANAA,5267000,-23.4361006,-46.7920907,EM-3ª série,"260,8",243.7,255.5,499.2
564,JOAQUIN SUAREZ,35924490,30.0,99.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,167.0,130.0,147.0,150.0,9.0,2,1,DOMINGOS ALALEONE,47,RUA,FAZENDA DA JUTA,3977397,-23.6174844,-46.4851243,EM-3ª série,"269,9",260.3,266.5,526.8
565,REPUBLICA DA NICARAGUA,35924647,462.0,805.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,700.0,727.0,1160.0,267.0,12.0,2,1,RUA AUGUSTIN LUBERTI,01,RUA,FAZENDA DA JUTA,3977409,-23.612901,-46.4874918,EM-3ª série,"275,7",273.2,262.0,535.2
566,REPUBLICA ARGENTINA,35924763,69.0,556.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,486.0,463.0,570.0,379.0,0.0,2,1,PHILONILIA GONCALVES DOS SANTOS,SN,ESTRADA DAS TAIPAS,PARQUE NACOES UNIDAS,2996165,-23.44401,-46.7327,EM-3ª série,"267,1",253.3,255.7,509.0
567,SERGIO MURILLO RADUAN PROFESSOR,35924787,420.0,347.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,445.0,385.0,830.0,0.0,15.0,2,1,JOAO HONORIO CAIXETA,182,RUA,JARDIM VARGINHA,4857190,-23.7815334,-46.67937334,EM-3ª série,"269,3",259.4,246.9,506.29999999999995
568,CONDOMINIO VARGEM GRANDE II,35925159,610.0,595.0,18.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,648.0,711.0,922.0,437.0,0.0,2,1,IPEROXO,120,RUA,COLONIA ZONA SUL,4896360,-23.8608984,-46.7072646,EM-3ª série,"270,3",268.8,264.7,533.5
569,BENEDITO CELIO DE SIQUEIRA,35925172,797.0,597.0,18.0,38.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,678.0,784.0,1013.0,449.0,6.0,2,1,PAULO SAO,SN,AVENIDA,CHACARA GAIVOTAS,4849308,-23.73377586,-46.6629459,EM-3ª série,"258,8",261.3,252.9,514.2
570,SERGIO DA COSTA PROF,35925184,999.0,570.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,780.0,900.0,1111.0,569.0,0.0,2,1,BARTOLOME MITRE PRESIDENTE,298,RUA,ASSOCIACAO SOBRADINHO,2361040,-23.4356398,-46.5802656,EM-3ª série,"249,7",241.0,244.3,485.3
571,UMBERTO LUIZ D URSO DR,35925196,303.0,705.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,536.0,568.0,940.0,164.0,27.0,2,1,MAGNOLIA AZUL,80,RUA,JARDIM CAMARGO NOVO,8141640,-23.5124447,-46.3891353,EM-3ª série,"260,4",262.7,255.3,518.0
572,MARIAZINHA CONGILIO,35925317,657.0,571.0,23.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,757.0,730.0,1061.0,426.0,5.0,2,1,QUATRO,100,RUA,JARDIM MONTE VERDE,4851506,-23.753159,-46.6646952,EM-3ª série,"271,3",274.3,260.8,535.1
573,CLAUDIRENE APARECIDA JOSE DA SILVA,35925330,645.0,584.0,14.0,18.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,660.0,717.0,961.0,416.0,10.0,2,1,RUA JOSE DIOGO ABADIANO,195 B,,JARDIM MORAIS PRADO,4855440,-23.77354591,-46.68437018,EM-3ª série,252,243.1,246.0,489.1
574,REPUBLICA DA GUATEMALA,35925391,436.0,319.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,386.0,393.0,779.0,0.0,300.0,2,1,MANFREDO FEST,160,RUA,JARDIM NELIA,8142800,-23.5146573,-46.3760038,EM-3ª série,"262,2",255.2,259.2,514.4
575,ODAIR MARTINIANO DA SILVA MANDELA,35925433,156.0,325.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,340.0,391.0,636.0,95.0,36.0,2,1,RUA CACHOEIRA NOVA,378,RUA,CONJUNTO PROMORAR RAPOSO TAVARES,5574460,-23.5848785,-46.8037873,EM-3ª série,"257,6",246.4,244.3,490.70000000000005
576,JOSE DE SAN MARTIN,35925457,409.0,447.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,617.0,640.0,809.0,448.0,2.0,2,1,DELTA,79,RUA,JARDIM NAIR,8071060,-23.4912612,-46.4555225,EM-3ª série,"265,4",271.8,259.0,530.8
577,MARIA ZILDA GAMBA NATEL,35925469,800.0,730.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,843.0,869.0,1091.0,621.0,0.0,2,1,JOSE CARLOS DE TOLEDO PIZA,SN,RUA,JARDIM PARQUE MORUMBI,5712070,-23.62108,-46.732223,EM-3ª série,"260,4",260.5,254.8,515.3
578,FLORESTAN FERNANDES,35925500,144.0,591.0,15.0,15.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,554.0,594.0,823.0,325.0,0.0,2,1,RUA PRESIDENTE VARGAS,200,RUA,VILA CAIUBA,5207000,-23.4008457,-46.7485444,EM-3ª série,"257,3",257.2,250.6,507.79999999999995
579,WALDIR RODOLPHO DE CASTRO,35925524,180.0,337.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,484.0,470.0,954.0,0.0,0.0,2,1,JERIBAS,SN,,CONJUNTO HABITACIONAL INSTITUTO ADVENTISTA,5868820,-23.6634618,-46.7796356,EM-3ª série,"289,3",270.9,272.4,543.3
580,ADELAIDE ROSA FERNANDES MACHADO DE SOUZA PROFESSORA,35925998,179.0,248.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,238.0,215.0,453.0,0.0,254.0,2,1,AVENIDA DONA BELMIRA MARIN,3312,AVENIDA,PARQUE BRASIL,4846000,-23.7530866,-46.683335,EM-3ª série,"299,3",284.2,296.7,580.9
581,BARRO BRANCO II,35926048,460.0,470.0,22.0,85.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,921.0,910.0,1211.0,620.0,0.0,2,1,RUA EDUARDO REUTER,415B,RUA,BARRO BRANCO,8473533,-23.5834614,-46.3929209,EM-3ª série,"247,4",248.4,247.0,495.4
