,NO_ENTIDADE,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_DESKTOP_ALUNO,QT_COMP_PORTATIL_ALUNO,QT_TABLET_ALUNO,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,IN_BANDA_LARGA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_ARTISTICAS,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_MED_INT,TP_DEPENDENCIA,TP_SITUACAO_FUNCIONAMENTO,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,Latitude,Longitude,COMPS_PER_STUDENT,STUDENTS_11_17
5254,CEI INDIR VILA NOVA ESPERANCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.0,111.0,207.0,0.0,0.0,4,1,NICARAGUA,2,,JARDIM PAULISTANO ZONA NORTE,2814160,-23.4541,-46.7064,,0.0
5255,ESC PART CARINHA SUJA,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,17.0,21.0,38.0,0.0,0.0,4,1,IMACULADA CONCEICAO,62,,VILA BUARQUE,1226020,-23.53851,-46.6534,,0.0
5256,NAIR OLEGARIO CAJUEIRO,149.0,144.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,158.0,156.0,314.0,0.0,164.0,2,1,CATALDO PARRILHA,215,A,JARDIM SANTA MARGARIDA,4930055,-23.6808343,-46.7515471,0.05460750853242321,293.0
5257,AGENOR DE MIRANDA ARAUJO NETO CAZUZA,37.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,398.0,391.0,789.0,0.0,0.0,2,1,ARNALDO DANIEL,S/N,RUA,JARDIM GUARUJA,5877150,-23.695302,-46.7893487,0.0,38.0
5258,SITIO CONCEICAO,370.0,690.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,689.0,677.0,901.0,465.0,0.0,2,1,WILSON FERNANDO S.CARVALHO,35,RUA,CONJUNTO HABITACIONAL SITIO CONCEICAO,8473000,-23.5784762,-46.3916883,0.009433962264150943,1060.0
5259,AFAM COLEGIO UNIDADE SAO MIGUEL,237.0,97.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,382.0,413.0,795.0,0.0,0.0,4,1,MANUEL FELICIANO DE SOUZA CORONEL,916,RUA,VILA JACUI,8060060,-23.502772,-46.4551299,0.11976047904191617,334.0
5260,CR P CONV DANDINHA III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,47.0,105.0,0.0,0.0,4,1,DOM JOAO NERY,2935,,JARDIM BARTIRA,8151000,-23.51825,-46.40113,,0.0
5262,SAO MATEUS ESCOLA TECNICA ESTADUAL,4.0,558.0,78.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,523.0,380.0,531.0,372.0,455.0,2,1,SOLEDADE DE MINAS,SN,RUA,JARDIM SAO CRISTOVAO,3930070,-23.5790533,-46.4993645,0.1387900355871886,562.0
5263,GERMINARE ESCOLA,485.0,185.0,0.0,700.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,368.0,318.0,637.0,49.0,145.0,4,1,IRINEU JOSE BORDON,335,RUA,PARQUE ANHANGUERA,5120060,-23.512668,-46.7319185,1.044776119402985,670.0
5264,CR P CONV IASHUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,76.0,146.0,0.0,0.0,4,1,SANTA ETELVINA,434,,CHACARA SANTA ETELVINA,8490570,-23.58695154,-46.40382666,,0.0
5265,CR P CONV PEDRO XAVIER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,48.0,86.0,0.0,0.0,4,1,MAURO DE ALMEIDA,10,SETOR C,CIDADE TIRADENTES,8471430,-23.603991,-46.3986677,,0.0
5266,CR P CONV SEMENTES DO FUTURO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,50.0,83.0,0.0,0.0,4,1,DA EMA,68,,CONJUNTO HABITACIONAL SANTA ETELVINA II,8485420,-23.5890822,-46.4126608,,0.0
5267,CR P CONV BOAVENTURA I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,71.0,134.0,0.0,0.0,4,1,EMILIO LAMARCA,338,,JARDIM MORENO,8431000,-23.5336687,-46.423493,,0.0
5268,CR P CONV VOVO LIDIA II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,38.0,42.0,80.0,0.0,0.0,4,1,DARCI MANO,291,,VILA ODETE,8440400,-23.5357,-46.4095,,0.0
5269,UIRAPURU ESCOLA TECNICA ESTADUAL,3.0,381.0,197.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,519.0,284.0,527.0,276.0,342.0,2,1,CLAUDE ALBERVILLE FREI,SN,RUA,JARDIM JOAO XXIII,5569010,-23.6011475,-46.790655,0.5182291666666666,384.0
5270,JARDIM ANGELA ESCOLA TECNICA ESTADUAL,7.0,641.0,194.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,668.0,522.0,595.0,595.0,451.0,2,1,ESTRADA DA BARONESA,1695,,PARQUE BOLOGNE,4941175,-23.6978545,-46.7660483,0.31790123456790126,648.0
5271,JARAGUA ESCOLA TECNICA ESTADUAL,2.0,543.0,130.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,434.0,526.0,551.0,409.0,223.0,2,1,JAIRO DE ALMEIDA MACHADO,401,RUA,JARAGUA,2998060,-23.442168,-46.7256665,0.23853211009174313,545.0
5272,CR P CONV ESPACO KAIROS X,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,29.0,63.0,0.0,0.0,4,1,ANTONIO CINATI,171,,CIDADE TIRADENTES,8471300,-23.60490667,-46.40152667,0.0,0.0
5273,CR P CONV VO NICE III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,39.0,77.0,0.0,0.0,4,1,ERNESTO CERRETI,412,,CIDADE TIRADENTES,8470220,-23.58846858,-46.4080356,,0.0
5274,FERNANDO DE ALMEIDA COLEGIO EDUCACAO INFANTIL E FUNDAMENTAL,25.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,54.0,41.0,95.0,0.0,0.0,4,1,FELIX PAIVA PRESIDENTE,256,RUA,JARDIM JARAGUA,5265050,-23.45144891,-46.78956214,0.28,25.0
5275,CR P CONV VO NICE II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,78.0,136.0,0.0,0.0,4,1,VICENTE APRIGIO DA SILVA,326,,JARDIM AURORA ZONA LESTE,8431090,-23.5347783,-46.420365,,0.0
5276,CR P CONV PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA V,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,51.0,119.0,0.0,0.0,4,1,CABOCLA DA LUA NOVA,39,,CONJUNTO HABITACIONAL CASTRO ALVES,8474160,-23.58109418,-46.40484662,0.0,0.0
5277,RAPOSO TAVARES ETEC,5.0,361.0,165.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,335.0,254.0,347.0,242.0,347.0,2,1,CACHOEIRA PORAQUE,326,RUA,CONJUNTO PROMORAR RAPOSO TAVARES,5574450,-23.5874581,-46.7984023,0.45081967213114754,366.0
5278,PAULISTANO ETEC,1.0,475.0,98.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,402.0,333.0,434.0,301.0,109.0,2,1,ELISIO TEIXEIRA LEITE,3611,AVENIDA,SITIO MORRO GRANDE,2810000,-23.4634689,-46.7125521,0.21428571428571427,476.0
5279,CR P CONV VICENTE MACHADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,69.0,129.0,0.0,0.0,4,1,SATURNINO PEREIRA,614,,VILA SANTA CRUZ ZONA LESTE,8411000,-23.549,-46.4123,,0.0
5280,CEPAM ETEC,6.0,238.0,8.0,103.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,254.0,116.0,241.0,129.0,1.0,2,1,LINEU PRESTES PROFESSOR,913,AVENIDA,BUTANTA,5508000,-23.5666675,-46.7253508,0.45491803278688525,244.0
5281,PARQUE BELEM ETEC,14.0,835.0,153.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,851.0,590.0,860.0,581.0,113.0,2,1,ULISSES CRUZ,85,RUA,TATUAPE,3077000,-23.5346114,-46.5853319,0.18021201413427562,849.0
5282,CEI INDIR BRINCANDO E APRENDENDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,112.0,179.0,0.0,0.0,4,1,LEV LANDAU,83,,FAZENDA DA JUTA,3977740,-23.6243936,-46.493035,,0.0
5283,ESC PART SINTONIA,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,13.0,21.0,0.0,0.0,4,1,ALENCAR ARARIPE,1338,,SACOMA,4253000,-23.62122,-46.59608,0.0,0.0
5284,ALVES E FREITAS COLEGIO,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,52.0,114.0,0.0,0.0,4,1,DOMINGOS VEGA,777,RUA,VILA JOAO BATISTA,2837000,-23.46253,-46.70139,0.0,4.0
5285,GILDO MARCAL BEZERRA BRANDAO ETEC,3.0,551.0,90.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,403.0,553.0,553.0,403.0,262.0,2,1,VARGAS PRESIDENTE,SN,RUA,VILA CAIUBA,5207000,-23.4006139,-46.7493818,0.1624548736462094,554.0
5286,THAMY COLEGIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,30.0,0.0,0.0,4,1,TINGOASSUIBA,11,RUA,VILA IOLANDALAJEADO,8451030,-23.5369291,-46.4030015,,0.0
5287,EMEF JOSE CARLOS NICOLETO - ZITO PROFESSOR,357.0,32.0,21.0,27.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,449.0,448.0,897.0,0.0,0.0,3,1,BANDEIRA DE ARACAMBI,707,,JARDIM RODOLFO PIRANI,8310010,-23.63098667,-46.45725833,0.12339331619537275,389.0
5288,AVIVA DESENVOLVIMENTO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,65.0,73.0,138.0,0.0,0.0,4,1,ALAMEDA DAS BONINAS,232,,MIRANDOPOLIS,4049060,-23.60558,-46.63918,,0.0
5289,ABDIAS DO NASCIMENTO ETEC,8.0,555.0,79.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,392.0,334.0,602.0,124.0,81.0,2,1,JOSE AUGUSTO DE SOUZA E SILVA DOUTOR,SN,RUA,JARDIM PARQUE MORUMBI,5712040,-23.6217581,-46.7281887,0.14031971580817051,563.0
5290,JARDIM DAS LETRAS CENTRO RECREATIVO,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,18.0,38.0,56.0,0.0,0.0,4,1,MOREIRA DA ROCHA PROFESSOR,26,PRACA,JARDIM PERI,2634001,-23.4589866,-46.6492033,0.0,0.0
5291,HENRI WALLON COLEGIO,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,49.0,59.0,108.0,0.0,0.0,4,1,RUA VICENTE QUEIROL,357,RUA,JARDIM MARTINS SILVA,2365008,-23.43717,-46.58479,1.5,2.0
5292,CAMINHO DO SABER COLEGIO,59.0,2.0,10.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,159.0,151.0,310.0,0.0,0.0,4,1,GUAMIUNA,85,RUA,VILA GUARANI Z SUL,4313140,-23.6387638,-46.6396058,0.16393442622950818,61.0
5293,CR P CONV PEQUENO PRINCIPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,61.0,129.0,0.0,0.0,4,1,EUCARIDIUM,51,,JARDIM BRASILIA ZONA LESTE,3585060,-23.5625,-46.4917,,0.0
5294,CR P CONV PEQUENO PRINCIPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,61.0,129.0,0.0,0.0,4,1,EUCARIDIUM,51,,JARDIM BRASILIA ZONA LESTE,3585060,-23.4075,-46.7537,,0.0
5295,CR P CONV PEQUENO PRINCIPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,37.0,66.0,0.0,0.0,4,1,ANTONIO MAIA,550,,VILA PERUS,5204110,-23.5625,-46.4917,,0.0
5296,CR P CONV PEQUENO PRINCIPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,37.0,66.0,0.0,0.0,4,1,ANTONIO MAIA,550,,VILA PERUS,5204110,-23.4075,-46.7537,,0.0
5297,ESC PART HELENA LUBIENSKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,4,1,PAULA NEY,549,,VILA MARIANA,4107020,-23.57804,-46.63471,,0.0
5298,CR P CONV DONA BARATINHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,75.0,143.0,0.0,0.0,4,1,BELO VALE,303,,JARDIM HELENA,8420250,-23.5502083,-46.4345555,,0.0
5299,LIRIO DO VALE COLEGIO,25.0,0.0,20.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,59.0,70.0,129.0,0.0,0.0,4,1,NINA STOCCO PROFESSORA,224,RUA,JARDIM CATANDUVA,5767000,-23.6266458,-46.7631628,0.8,25.0
5300,CR P CONV QUERUBIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,42.0,67.0,0.0,0.0,4,1,RAIMUNDO CARNEIRO,55,,JARDIM CAROMBE,2855080,-23.4568,-46.6995,,0.0
5301,CR P CONV PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA IX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,33.0,79.0,0.0,0.0,4,1,ALDO LOMBARDI,72,,CIDADE TIRADENTES,8471130,-23.6013,-46.4005,,0.0
5302,PLANETA COLEGIO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,45.0,51.0,96.0,0.0,0.0,4,1,RAIMUNDO PEREIRA DE MAGALHAES,3748,AVENIDA,JARDIM IRIS,5145000,-23.4946216,-46.7304616,0.0,0.0
5303,CR P CONV ASAS DA VIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,40.0,98.0,0.0,0.0,4,1,MILTON JANSEN DE FARIA,306,,JARDIM CAROMBE,2855200,-23.45585,-46.70475,,0.0
5304,CR P CONV ESTRELINHAS DO FUTURO II,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,69.0,84.0,153.0,0.0,0.0,4,1,CARLO MANNELLI,364,,JARDIM GIANETTI,8430210,-23.52253202,-46.42683217,,0.0
5305,CR P CONV MUNDO DOS SONHOS II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,76.0,155.0,0.0,0.0,4,1,BRASILIA DE MINAS,225,,VILA COSMOPOLITA,8421100,-23.5631917,-46.4213298,,0.0
5306,TREMEMBE COLEGIO,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,24.0,42.0,66.0,0.0,0.0,4,1,MAMUD RAHD,432,RUA,TREMEMBE,2372090,-23.46122,-46.62761,0.0,2.0
5307,ESC PART CORACAO VALENTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,10.0,22.0,0.0,0.0,4,1,PLINIO AUGUSTO DE CAMARGO,167,,VILA SAO GERALDO,3607020,-23.52118,-46.54288,,0.0
5308,CR P CONV ESPACO KAIROS IX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,74.0,134.0,0.0,0.0,4,1,FLORIDO SILVESTRI,15,,CONJUNTO HABITACIONAL JUSCELINO KUBITSCH,8465170,-23.5629971,-46.396779,,0.0
5309,CR P CONV ACOLHER II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,70.0,130.0,0.0,0.0,4,1,LOURENCO DE GODOI,79,,JARDIM LAJEADO,8441090,-23.5301586,-46.4039494,,0.0
5310,CR P CONV JARDIM DO CEDRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,137.0,178.0,315.0,0.0,0.0,4,1,DOS BOIADEIROS,28,,JARDIM IDEAL,4846660,-23.75673638,-46.6707117,,0.0
5311,CR P CONV VILMA FLOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,50.0,80.0,0.0,0.0,4,1,WILMA FLOR,394,,GUAIANAZES,8473440,-23.5757604,-46.3965372,,0.0
5312,CR P CONV VOVO OLINDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,42.0,77.0,0.0,0.0,4,1,MANUEL APOLINARIO,2,,JARDIM ETELVINA,8430440,-23.52680937,-46.41870718,,0.0
5313,BUILDERS EDUCACAO BILINGUE,1.0,0.0,0.0,67.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,192.0,151.0,343.0,0.0,0.0,4,1,RIBEIRO DE BARROS,128,RUA,VILA ANGLO BRASILEIRA,5027020,-23.52913778,-46.69133364,67.0,1.0
5314,BRIGHT KIDS EDUCACAO BILINGUE,0.0,0.0,20.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,38.0,33.0,71.0,0.0,0.0,4,1,EUROPA,310,AVENIDA,JARDIM EUROPA,1449000,-23.57396,-46.677,0.0,0.0
5315,BRIGHT KIDS EDUCACAO BILINGUE,0.0,0.0,20.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,38.0,33.0,71.0,0.0,0.0,4,1,EUROPA,310,AVENIDA,JARDIM EUROPA,1449000,-23.56996,-46.65716,0.0,0.0
5316,BRIGHT KIDS EDUCACAO BILINGUE,0.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,39.0,36.0,75.0,0.0,0.0,4,1,AVENIDA NOVE DE JULHO,4076,,JARDIM PAULISTA,1406100,-23.57396,-46.677,0.0,0.0
5317,BRIGHT KIDS EDUCACAO BILINGUE,0.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,39.0,36.0,75.0,0.0,0.0,4,1,AVENIDA NOVE DE JULHO,4076,,JARDIM PAULISTA,1406100,-23.56996,-46.65716,0.0,0.0
5318,CR P CONV ESTACAO CRIANCA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,58.0,57.0,115.0,0.0,0.0,4,1,DOUTOR DECIO DE TOLEDO LEITE,151,,JARDIM DAS OLIVEIRAS,8111220,-23.4879576,-46.3819449,,0.0
5319,CR P CONV VILA NANCY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,98.0,0.0,0.0,4,1,SERRA DA QUEIMADA,75,,PARQUE GUAIANAZES,8431640,-23.5301,-46.4152,,0.0
5320,CR P CONV CRI-ACAO II - ILHA BELA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.0,62.0,131.0,0.0,0.0,4,1,ILHA BELA,60,,PEDREIRA,4459050,-23.6932,-46.674,,0.0
5321,CR P CONV CAMINHANDO PARA O FUTURO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,68.0,124.0,0.0,0.0,4,1,TOBIARAS,46,,VILA ESPERANCA,3649030,-23.525,-46.5252,,0.0
5322,CR P CONV CAMINHANDO PARA O FUTURO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,68.0,124.0,0.0,0.0,4,1,TOBIARAS,46,,VILA ESPERANCA,3649030,-23.47,-46.5955,,0.0
5323,CR P CONV CAMINHANDO PARA O FUTURO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,70.0,122.0,0.0,0.0,4,1,COMANDANTE ANTONIO PAIVA SAMPAIO,820,,PARQUE VITORIA,2269000,-23.525,-46.5252,,0.0
5324,CR P CONV CAMINHANDO PARA O FUTURO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,70.0,122.0,0.0,0.0,4,1,COMANDANTE ANTONIO PAIVA SAMPAIO,820,,PARQUE VITORIA,2269000,-23.47,-46.5955,,0.0
5325,CEI INDIR VILA MEDEIROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,246.0,475.0,0.0,0.0,4,1,SIMAO PEDROSO,303,,VILA EDE,2202030,-23.4924,-46.5933,,0.0
5326,BRASILEIRO ISLAMICO COLEGIO,79.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,133.0,145.0,278.0,0.0,0.0,4,1,RITA SANTA,961,963,PARI,3026030,-23.5271557,-46.6063249,0.010752688172043012,93.0
5327,AUGUSTO RAMOS COLEGIO,144.0,91.0,20.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,279.0,273.0,552.0,0.0,0.0,4,1,BERNARDINO FANGANIELLO,149,151,CASA VERDE,2512000,-23.513529,-46.6569843,0.1702127659574468,235.0
5328,TRILHA ENSINO FUNDAMENTAL I,1.0,0.0,8.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,62.0,57.0,119.0,0.0,0.0,4,1,SARAIVA CONSELHEIRO,646,RUA,SANTANA,2037021,-23.4995442,-46.6205726,14.0,1.0
5329,MAXLUNO COLEGIO,0.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,26.0,27.0,53.0,0.0,0.0,4,1,SABAUDIA,309,RUA,CIDADE PATRIARCA,3552050,-23.5357649,-46.5054544,0.0,0.0
5330,GUARACY NOVA ERA COLEGIO EDUCACIONAL,40.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,63.0,89.0,152.0,0.0,0.0,4,1,ARMANDO DE ARRUDA PEREIRA ENGENHEIRO,4002,AVENIDA,VILA DO ENCONTRO,4325000,-23.6600403,-46.6369703,0.05,40.0
5332,LAPIS DE COR CENTRO DE CULTURA E LAZER,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,28.0,35.0,63.0,0.0,0.0,4,1,RUA FLORESTA AZUL,126,122,JARDIM DANFER,3729010,-23.50229004,-46.50425524,0.0,0.0
5333,LEMOS SANTOS COLEGIO,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,29.0,37.0,66.0,0.0,0.0,4,1,ALBERTO VICENTE CARDOSO,234,AVENIDA,JARDIM THOMAZ,5833030,-23.6718955,-46.7572795,0.0,0.0
5334,CR P CONV GALPAO ATRIA IMPERADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,63.0,135.0,0.0,0.0,4,1,DO IMPERADOR,3486,,LIMOEIRO,8051000,-23.5186,-46.4694,,0.0
5336,BERNARDES INSTITUTO EDUCACIONAL,110.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,116.0,116.0,232.0,0.0,0.0,4,1,REMO SARTI,265,RUA,VILA REMO,5864180,-23.6761087,-46.7607185,0.017391304347826087,115.0
5337,CR P CONV CRESCER E APRENDER II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,76.0,106.0,182.0,0.0,0.0,4,1,ERVA DE SANTA LUZIA,708,,VILA HELENA,8081310,-23.48657,-46.41728,,0.0
5338,MARIA MARIA ESCOLA,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,24.0,18.0,42.0,0.0,0.0,4,1,CRUZ SANTA,752,RUA,VILA MARIANA,4122000,-23.5972695,-46.6292614,0.0,0.0
5341,MANIA DE APRENDER CENTRO EDUCACIONAL,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,30.0,50.0,0.0,0.0,4,1,PAULO DE MORAIS,223,RUA,VILA MORAES,4168010,-23.6354395,-46.6168377,0.0,0.0
5342,ESC PART TEDDYHAUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,11.0,41.0,0.0,0.0,4,1,SAO BENEDITO,1062,,SANTO AMARO,4735000,-23.64483,-46.69885,,0.0
5343,EMEF MARIA APARECIDA RODRIGUES CINTRA PROFA,231.0,16.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,236.0,283.0,519.0,0.0,0.0,3,1,ARAUAZINHO,S/N,,VILA MARINA,2967160,-23.4827,-46.7035,0.08097165991902834,247.0
5344,EMEI UNIAO DE VILA NOVA I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,279.0,291.0,570.0,0.0,0.0,3,1,NUBIA,40,,VILA NOVA UNIAO,8072012,-23.4905326,-46.4570931,,0.0
5345,CR P CONV MARIA DE LOURDES DA SILVA XAVIER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,55.0,113.0,0.0,0.0,4,1,CONJUNTO SITIO CONCEICAO,133,,CONJUNTO HABITACIONAL SITIO CONCEICAO,8473090,-23.5774,-46.393,,0.0
5346,CR P CONV VO NICE I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,55.0,108.0,0.0,0.0,4,1,ALTO PARAISO DE GOIAS,126,,JARDIM IRENE,8431750,-23.529862,-46.4178374,,0.0
5347,CR P CONV ENCANTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,49.0,86.0,0.0,0.0,4,1,CHAPADA DIAMANTINA,125,,LAJEADO,8450150,-23.543256,-46.4063053,,0.0
5348,CR P CONV SABERES ETERNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,62.0,0.0,0.0,4,1,ENGENHEIRO MARIO SAVELLI,82,,CONJUNTO HABITACIONAL JUSCELINO KUBITSCH,8465060,-23.56568334,-46.39742386,,0.0
5350,CEI INDIR ITAJUIBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,82.0,152.0,0.0,0.0,4,1,PEDRO BLOCH,S/N,,JARDIM NELIA IV,8142334,-23.5138,-46.3765,,0.0
5352,BE LIVING ESCOLA UNIDADE JARDINS,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,50.0,56.0,106.0,0.0,0.0,4,1,SALTO,98/86,RUA,PARAISO,4001130,-23.57562,-46.65606,,0.0
